#-----------------------------------------------------------
# xsim v2025.1.1 (64-bit)
# SW Build 6233196 on Thu Sep 11 21:27:30 MDT 2025
# IP Build 6232796 on Fri Sep 12 01:46:16 MDT 2025
# SharedData Build 6233195 on Thu Sep 11 17:56:43 MDT 2025
# Start of session at: Wed Jan 28 14:46:05 2026
# Process ID         : 18528
# Current directory  : C:/Users/Nader/apb_dpmem/tb/oop
# Command line       : xsim.exe -mode tcl -source {xsim.dir/top/xsim_script.tcl}
# Log file           : C:/Users/Nader/apb_dpmem/tb/oop/xsim.log
# Journal file       : C:/Users/Nader/apb_dpmem/tb/oop\xsim.jou
# Running On         : Legion
# Platform           : Windows Server 2016 or Windows 10
# Operating System   : 26100
# Processor Detail   : 13th Gen Intel(R) Core(TM) i9-13900H
# CPU Frequency      : 2995 MHz
# CPU Physical cores : 14
# CPU Logical cores  : 20
# Host memory        : 16961 MB
# Swap memory        : 16106 MB
# Total Virtual      : 33067 MB
# Available Virtual  : 6781 MB
#-----------------------------------------------------------
source xsim.dir/top/xsim_script.tcl
# xsim {top} -autoloadwcfg -runall
Time resolution is 1 ps
run -all

Time: 0 fs Started: 0 fs Scope: /top/dut/apb_asserts_dut File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line:47
Error: ASSERT ERROR: Signal PSEL is INVALID @ time=0
Time: 0 ps  Iteration: 0  Process: /top/dut/apb_asserts_dut//top/dut/apb_asserts_dut  Scope: top.dut.apb_asserts_dut  File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line: 48
Initializing the APB_DPMEM slave and Scoreboard memories
   i	 APB_DPMEM	 SCB_MEM
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35390.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000200
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xed310747
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35390.000 ns

  PADDR:    0x00000200 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xed310747:
  PRDATA:   0xed310747:

Scoreboard MATCH! 
The READ Counter = 353
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35450.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xd2a8a75b
   PSTRB:             1000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35450.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xd2a8a75b
   PSTRB:   1000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35450.000 ns

  PADDR:           0x00000100 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xd2a8a75b
  PSTRB:           1000
  MEM BEFORE WRITE:0xb8bf23b6:
  MEM AFTER WRITE: 0xd2bf23b6:
+-------------------------+

Error: DUT ERROR: YOU ARE TRYING TO WRITE TO THE ADDRESS=0x1. 
ADDRESSES FROM 0x0 till 0xf are READ ONLY
Time: 35470 ns  Iteration: 1  Process: /top/dut/Always105_54  Scope: top.dut  File: C:/Users/Nader/apb_dpmem/src/apb_dpmem.sv Line: 113

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35480.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000001
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xb5e762b0
   PSTRB:             0110
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35480.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000001
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xb5e762b0
   PSTRB:   0110

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 1
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35480.000 ns

  PADDR:           0x00000001 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xb5e762b0
  PSTRB:           0110
  MEM BEFORE WRITE:0x1e81d53d:
  MEM AFTER WRITE: 0x1e81d53d:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35540.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xe0b22a5f
   PSTRB:             1111
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35540.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000200
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xe0b22a5f
   PSTRB:   1111

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35540.000 ns

  PADDR:           0x00000200 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xe0b22a5f
  PSTRB:           1111
  MEM BEFORE WRITE:0xed310747:
  MEM AFTER WRITE: 0xe0b22a5f:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35590.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          NO
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35590.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000080
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x91c01cd7
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35590.000 ns

  PADDR:    0x00000080 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x91c01cd7:
  PRDATA:   0x91c01cd7:

Scoreboard MATCH! 
The READ Counter = 354
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35630.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35630.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000020
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x94b9554e
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35630.000 ns

  PADDR:    0x00000020 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x94b9554e:
  PRDATA:   0x94b9554e:

Scoreboard MATCH! 
The READ Counter = 355
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35690.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xd51eadce
   PSTRB:             0111
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35690.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xd51eadce
   PSTRB:   0111

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35690.000 ns

  PADDR:           0x00000100 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xd51eadce
  PSTRB:           0111
  MEM BEFORE WRITE:0xd2bf23b6:
  MEM AFTER WRITE: 0xd21eadce:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35750.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xcce51a96
   PSTRB:             1011
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35750.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000080
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xcce51a96
   PSTRB:   1011

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35750.000 ns

  PADDR:           0x00000080 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xcce51a96
  PSTRB:           1011
  MEM BEFORE WRITE:0x91c01cd7:
  MEM AFTER WRITE: 0xccc01a96:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35790.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35790.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd21eadce
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35790.000 ns

  PADDR:    0x00000100 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd21eadce:
  PRDATA:   0xd21eadce:

Scoreboard MATCH! 
The READ Counter = 356
+-------------------------+

Error: DUT ERROR: YOU ARE TRYING TO WRITE TO THE ADDRESS=0x2. 
ADDRESSES FROM 0x0 till 0xf are READ ONLY
Time: 35810 ns  Iteration: 1  Process: /top/dut/Always105_54  Scope: top.dut  File: C:/Users/Nader/apb_dpmem/src/apb_dpmem.sv Line: 113

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35820.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x062d7ad7
   PSTRB:             0001
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35820.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000002
   PWRITE:  1 : WRITE TNX
   PWDATA:  0x062d7ad7
   PSTRB:   0001

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 1
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35820.000 ns

  PADDR:           0x00000002 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0x062d7ad7
  PSTRB:           0001
  MEM BEFORE WRITE:0xd934ecb2:
  MEM AFTER WRITE: 0xd934ecb2:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35860.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35860.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd21eadce
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35860.000 ns

  PADDR:    0x00000100 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd21eadce:
  PRDATA:   0xd21eadce:

Scoreboard MATCH! 
The READ Counter = 357
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35910.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000040
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          NO
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35910.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000040
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x94b7201d
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35910.000 ns

  PADDR:    0x00000040 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x94b7201d:
  PRDATA:   0x94b7201d:

Scoreboard MATCH! 
The READ Counter = 358
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35950.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35950.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000002
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd934ecb2
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35950.000 ns

  PADDR:    0x00000002 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd934ecb2:
  PRDATA:   0xd934ecb2:

Scoreboard MATCH! 
The READ Counter = 359
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 35990.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 35990.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd21eadce
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 35990.000 ns

  PADDR:    0x00000100 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd21eadce:
  PRDATA:   0xd21eadce:

Scoreboard MATCH! 
The READ Counter = 360
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36070.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000001
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          NO
   # of idle cycles:  4
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36070.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000001
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x1e81d53d
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36070.000 ns

  PADDR:    0x00000001 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x1e81d53d:
  PRDATA:   0x1e81d53d:

Scoreboard MATCH! 
The READ Counter = 361
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36180.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x26113656
   PSTRB:             0101
   b2b_tnxs:          NO
   # of idle cycles:  5
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36180.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000080
   PWRITE:  1 : WRITE TNX
   PWDATA:  0x26113656
   PSTRB:   0101

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36180.000 ns

  PADDR:           0x00000080 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0x26113656
  PSTRB:           0101
  MEM BEFORE WRITE:0xccc01a96:
  MEM AFTER WRITE: 0xcc111a56:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36220.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36220.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000002
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd934ecb2
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36220.000 ns

  PADDR:    0x00000002 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd934ecb2:
  PRDATA:   0xd934ecb2:

Scoreboard MATCH! 
The READ Counter = 362
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36260.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36260.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd21eadce
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36260.000 ns

  PADDR:    0x00000100 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd21eadce:
  PRDATA:   0xd21eadce:

Scoreboard MATCH! 
The READ Counter = 363
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36300.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36300.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000002
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd934ecb2
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36300.000 ns

  PADDR:    0x00000002 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd934ecb2:
  PRDATA:   0xd934ecb2:

Scoreboard MATCH! 
The READ Counter = 364
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36360.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xa6084f3b
   PSTRB:             1010
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36360.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000080
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xa6084f3b
   PSTRB:   1010

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36360.000 ns

  PADDR:           0x00000080 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xa6084f3b
  PSTRB:           1010
  MEM BEFORE WRITE:0xcc111a56:
  MEM AFTER WRITE: 0xa6114f56:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36420.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000010
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x35c4e8c9
   PSTRB:             0011
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36420.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000010
   PWRITE:  1 : WRITE TNX
   PWDATA:  0x35c4e8c9
   PSTRB:   0011

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36420.000 ns

  PADDR:           0x00000010 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0x35c4e8c9
  PSTRB:           0011
  MEM BEFORE WRITE:0xc3c19bd5:
  MEM AFTER WRITE: 0xc3c1e8c9:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36460.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36460.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000008
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xf1d9fce3
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36460.000 ns

  PADDR:    0x00000008 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xf1d9fce3:
  PRDATA:   0xf1d9fce3:

Scoreboard MATCH! 
The READ Counter = 365
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36500.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36500.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000002
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd934ecb2
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36500.000 ns

  PADDR:    0x00000002 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd934ecb2:
  PRDATA:   0xd934ecb2:

Scoreboard MATCH! 
The READ Counter = 366
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36540.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000001
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36540.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000001
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x1e81d53d
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 36540.000 ns

  PADDR:    0x00000001 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x1e81d53d:
  PRDATA:   0x1e81d53d:

Scoreboard MATCH! 
The READ Counter = 367
+-------------------------+

Error: DUT ERROR: YOU ARE TRYING TO WRITE TO THE ADDRESS=0x1. 
ADDRESSES FROM 0x0 till 0xf are READ ONLY
Time: 36560 ns  Iteration: 1  Process: /top/dut/Always105_54  Scope: top.dut  File: C:/Users/Nader/apb_dpmem/src/apb_dpmem.sv Line: 113

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 36570.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000001
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x23ea4603
   PSTRB:             1101
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 36570.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000001
   PWRITE:  1 : WRITE TNX
   PWDATA:  0x23ea4603
   PSTRB:   1101

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 1
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
